kb_kyoden_search_1,kb_kyoden_search_2,no_haisyutu,nm_hpannounce,nm_houjin1,nm_houjin2,nm_kyoten,cd_ken,nm_ken,ad_address1,ad_address2,ad_address3,nm_address,nm_address_search,no_tel,ad_latitude,ad_longitude,map_url
1,0,5100003650,,ＤＣＭ（株）,ＤＣＭ調布店,ＤＣＭ（株）　ＤＣＭ調布店,13,東京都,調布市,多摩川１−９−２,,東京都調布市多摩川１−９−２,東京都調布市多摩川１−９−２,042-499-0191,35.64937973022461,139.52713012695312,https://map.yahoo.co.jp/search?q=東京都調布市多摩川１−９−２
1,0,5100003697,,アークランズ（株）,スーパービバホーム八王子多摩美大前店,アークランズ（株）　スーパービバホーム八王子多摩美大前店,13,東京都,八王子市,鑓水２−１０８−１,,東京都八王子市鑓水２−１０８−１,東京都八王子市鑓水２−１０８−１,042-670-3634,35.61143493652344,139.35299682617188,https://map.yahoo.co.jp/search?q=東京都八王子市鑓水２−１０８−１
1,0,5100003748,,ＤＣＭ（株）,ＤＣＭ　ＤＩＹ　ｐｌａｃｅ,ＤＣＭ（株）　ＤＣＭ　ＤＩＹ　ｐｌａｃｅ,13,東京都,渋谷区,恵比寿４丁目２０番７号,恵比寿ガーデンプレイス　センタープラザ　１Ｆ,東京都渋谷区恵比寿４丁目２０番７号恵比寿ガーデンプレイス　センタープラザ　１Ｆ,東京都渋谷区恵比寿４丁目２０番７号,03-5421-7330,35.6436653137207,139.71336364746094,https://map.yahoo.co.jp/search?q=東京都渋谷区恵比寿４丁目２０番７号
1,0,5100003829,,コーナン商事（株）,ホームセンターコーナンドイト南砂店,コーナン商事（株）　ホームセンターコーナンドイト南砂店,13,東京都,江東区,南砂６ー７ー１５,,東京都江東区南砂６ー７ー１５,東京都江東区南砂６ー７ー１５,03-5677-4715,35.672672,139.835953,https://map.yahoo.co.jp/search?q=東京都江東区南砂６ー７ー１５
1,0,5300000156,,（株）イトーヨーカ堂,東村山店,（株）イトーヨーカ堂　東村山店,13,東京都,東村山市,本町２−２−１９,,東京都東村山市本町２−２−１９,東京都東村山市本町２−２−１９,042-395-2011,35.758914947509766,139.46661376953125,https://map.yahoo.co.jp/search?q=東京都東村山市本町２−２−１９
1,0,5300000173,,（株）イトーヨーカ堂,武蔵境店,（株）イトーヨーカ堂　武蔵境店,13,東京都,武蔵野市,境南町２−２−２０,,東京都武蔵野市境南町２−２−２０,東京都武蔵野市境南町２−２−２０,0422-31-2111,35.70103454589844,139.54534912109375,https://map.yahoo.co.jp/search?q=東京都武蔵野市境南町２−２−２０
1,0,5300000184,,（株）イトーヨーカ堂,小岩店,（株）イトーヨーカ堂　小岩店,13,東京都,江戸川区,西小岩１−２４−１,,東京都江戸川区西小岩１−２４−１,東京都江戸川区西小岩１−２４−１,03-3671-5111,35.7334098815918,139.88121032714844,https://map.yahoo.co.jp/search?q=東京都江戸川区西小岩１−２４−１
1,0,5300000205,,（株）イトーヨーカ堂,綾瀬店,（株）イトーヨーカ堂　綾瀬店,13,東京都,足立区,綾瀬３−４−２５,,東京都足立区綾瀬３−４−２５,東京都足立区綾瀬３−４−２５,03-3620-2911,35.76248550415039,139.82562255859375,https://map.yahoo.co.jp/search?q=東京都足立区綾瀬３−４−２５
1,0,5300000209,,（株）イトーヨーカ堂,昭島店,（株）イトーヨーカ堂　昭島店,13,東京都,昭島市,田中町５６２−１,,東京都昭島市田中町５６２−１,東京都昭島市田中町５６２−１,042-546-1411,35.71370315551758,139.364501953125,https://map.yahoo.co.jp/search?q=東京都昭島市田中町５６２−１
1,0,5300000238,,（株）イトーヨーカ堂,四つ木店,（株）イトーヨーカ堂　四つ木店,13,東京都,葛飾区,四つ木２−２１−１,,東京都葛飾区四つ木２−２１−１,東京都葛飾区四つ木２−２１−１,03-3694-8811,35.73731231689453,139.83872985839844,https://map.yahoo.co.jp/search?q=東京都葛飾区四つ木２−２１−１
1,0,5300000255,,（株）イトーヨーカ堂,赤羽店,（株）イトーヨーカ堂　赤羽店,13,東京都,北区,赤羽西１−７−１,,東京都北区赤羽西１−７−１,東京都北区赤羽西１−７−１,03-3905-5111,35.77681350708008,139.71994018554688,https://map.yahoo.co.jp/search?q=東京都北区赤羽西１−７−１
1,0,5300000261,,（株）イトーヨーカ堂,大井町店,（株）イトーヨーカ堂　大井町店,13,東京都,品川区,大井１−３−６,,東京都品川区大井１−３−６,東京都品川区大井１−３−６,03-3777-6611,35.60737228393555,139.73431396484375,https://map.yahoo.co.jp/search?q=東京都品川区大井１−３−６
1,0,5300000271,,（株）イトーヨーカ堂,南大沢店,（株）イトーヨーカ堂　南大沢店,13,東京都,八王子市,南大沢２−２８−１,,東京都八王子市南大沢２−２８−１,東京都八王子市南大沢２−２８−１,042-678-1811,35.613189697265625,139.37937927246094,https://map.yahoo.co.jp/search?q=東京都八王子市南大沢２−２８−１
1,0,5300001138,,イオンリテール（株）,イオン練馬店,イオンリテール（株）　イオン練馬店,13,東京都,練馬区,光が丘５−１−１,,東京都練馬区光が丘５−１−１,東京都練馬区光が丘５−１−１,03-3976-7711,35.760009765625,139.6283721923828,https://map.yahoo.co.jp/search?q=東京都練馬区光が丘５−１−１
1,0,5300001140,,イオンリテール（株）,イオンスタイル碑文谷,イオンリテール（株）　イオンスタイル碑文谷,13,東京都,目黒区,碑文谷４−１−１,,東京都目黒区碑文谷４−１−１,東京都目黒区碑文谷４−１−１,03-3710-1111,35.622779846191406,139.6846466064453,https://map.yahoo.co.jp/search?q=東京都目黒区碑文谷４−１−１
1,0,5300001860,,イオンリテール（株）,イオンスタイル板橋店,イオンリテール（株）　イオンスタイル板橋店,13,東京都,板橋区,徳丸２−６−１,,東京都板橋区徳丸２−６−１,東京都板橋区徳丸２−６−１,03-5398-3131,35.7694206237793,139.66079711914062,https://map.yahoo.co.jp/search?q=東京都板橋区徳丸２−６−１
1,0,5300002513,,（株）イトーヨーカ堂,国領店,（株）イトーヨーカ堂　国領店,13,東京都,調布市,国領町８−２−６４,,東京都調布市国領町８−２−６４,東京都調布市国領町８−２−６４,03-3430-2111,35.648189544677734,139.5650177001953,https://map.yahoo.co.jp/search?q=東京都調布市国領町８−２−６４
1,0,5300002519,,（株）イトーヨーカ堂,東大和店,（株）イトーヨーカ堂　東大和店,13,東京都,東大和市,桜が丘２−１４２−１,,東京都東大和市桜が丘２−１４２−１,東京都東大和市桜が丘２−１４２−１,042-562-5111,35.7358512878418,139.42262268066406,https://map.yahoo.co.jp/search?q=東京都東大和市桜が丘２−１４２−１
1,0,5300002526,,（株）イトーヨーカ堂,木場店,（株）イトーヨーカ堂　木場店,13,東京都,江東区,木場１−５−３０,,東京都江東区木場１−５−３０,東京都江東区木場１−５−３０,03-5606-5234,35.666194915771484,139.8049774169922,https://map.yahoo.co.jp/search?q=東京都江東区木場１−５−３０
1,0,5300002534,,（株）イトーヨーカ堂,八王子店,（株）イトーヨーカ堂　八王子店,13,東京都,八王子市,狭間町１４６２−１,,東京都八王子市狭間町１４６２−１,東京都八王子市狭間町１４６２−１,042-662-5211,35.6375846862793,139.29296875,https://map.yahoo.co.jp/search?q=東京都八王子市狭間町１４６２−１
1,0,5300002536,,（株）イトーヨーカ堂,アリオ葛西店,（株）イトーヨーカ堂　アリオ葛西店,13,東京都,江戸川区,東葛西９−３−３,,東京都江戸川区東葛西９−３−３,東京都江戸川区東葛西９−３−３,03-5675-1011,35.65568542480469,139.8839874267578,https://map.yahoo.co.jp/search?q=東京都江戸川区東葛西９−３−３
1,0,5300002727,,（株）イトーヨーカ堂,東久留米店,（株）イトーヨーカ堂　東久留米店,13,東京都,東久留米市,本町３−８−１,,東京都東久留米市本町３−８−１,東京都東久留米市本町３−８−１,042-474-3311,35.76005935668945,139.52870178222656,https://map.yahoo.co.jp/search?q=東京都東久留米市本町３−８−１
1,0,5300002728,,（株）イトーヨーカ堂,多摩センター店,（株）イトーヨーカ堂　多摩センター店,13,東京都,多摩市,落合１−４４,,東京都多摩市落合１−４４,東京都多摩市落合１−４４,042-374-6111,35.62378692626953,139.42588806152344,https://map.yahoo.co.jp/search?q=東京都多摩市落合１−４４
1,0,5300002731,,（株）イトーヨーカ堂,高砂店,（株）イトーヨーカ堂　高砂店,13,東京都,葛飾区,高砂３−１２−５,,東京都葛飾区高砂３−１２−５,東京都葛飾区高砂３−１２−５,03-3659-7171,35.75076675415039,139.8679656982422,https://map.yahoo.co.jp/search?q=東京都葛飾区高砂３−１２−５
1,0,5300002746,,（株）イトーヨーカ堂,アリオ亀有店,（株）イトーヨーカ堂　アリオ亀有店,13,東京都,葛飾区,亀有３−４９−３,,東京都葛飾区亀有３−４９−３,東京都葛飾区亀有３−４９−３,03-3838-5111,35.76434326171875,139.8525390625,https://map.yahoo.co.jp/search?q=東京都葛飾区亀有３−４９−３
1,0,5300002762,,イオンリテール（株）,イオンスタイル御嶽山駅前,イオンリテール（株）　イオンスタイル御嶽山駅前,13,東京都,大田区,北嶺町３７−１３,,東京都大田区北嶺町３７−１３,東京都大田区北嶺町３７−１３,03-3727-4000,35.58558654785156,139.68211364746094,https://map.yahoo.co.jp/search?q=東京都大田区北嶺町３７−１３
1,0,5300002768,,（株）イトーヨーカ堂,アリオ西新井店,（株）イトーヨーカ堂　アリオ西新井店,13,東京都,足立区,西新井栄町１−２０−１,,東京都足立区西新井栄町１−２０−１,東京都足立区西新井栄町１−２０−１,03-3852-9111,35.774688720703125,139.78578186035156,https://map.yahoo.co.jp/search?q=東京都足立区西新井栄町１−２０−１
1,0,5300003078,,（株）イトーヨーカ堂,アリオ北砂店,（株）イトーヨーカ堂　アリオ北砂店,13,東京都,江東区,北砂２−１７−１,,東京都江東区北砂２−１７−１,東京都江東区北砂２−１７−１,03-3640-7111,35.681304931640625,139.82662963867188,https://map.yahoo.co.jp/search?q=東京都江東区北砂２−１７−１
1,0,5300003084,,（株）イトーヨーカ堂,曳舟店,（株）イトーヨーカ堂　曳舟店,13,東京都,墨田区,京島１−２−１,,東京都墨田区京島１−２−１,東京都墨田区京島１−２−１,03-3616-4111,35.71732711791992,139.8171844482422,https://map.yahoo.co.jp/search?q=東京都墨田区京島１−２−１
1,0,6000000014,,ビックカメラ渋谷ハチ公口店,レジカウンター,ビックカメラ渋谷ハチ公口店　レジカウンター,13,東京都,渋谷区,道玄坂２−５−９,,東京都渋谷区道玄坂２−５−９,東京都渋谷区道玄坂２−５−９,03-3477-0002,35.659385681152344,139.69955444335938,https://map.yahoo.co.jp/search?q=東京都渋谷区道玄坂２−５−９
1,0,6000000017,,ビックカメラ池袋本店,レジカウンター,ビックカメラ池袋本店　レジカウンター,13,東京都,豊島区,東池袋１−４１−５,池袋パルコ向かい,東京都豊島区東池袋１−４１−５池袋パルコ向かい,東京都豊島区東池袋１−４１−５,03-5396-1111,35.73155975341797,139.7130126953125,https://map.yahoo.co.jp/search?q=東京都豊島区東池袋１−４１−５
1,0,6000000018,,ビックカメラ渋谷東口店,レジカウンター,ビックカメラ渋谷東口店　レジカウンター,13,東京都,渋谷区,渋谷１−２４−１２,,東京都渋谷区渋谷１−２４−１２,東京都渋谷区渋谷１−２４−１２,03-5466-1111,35.6599006652832,139.70216369628906,https://map.yahoo.co.jp/search?q=東京都渋谷区渋谷１−２４−１２
1,0,6000000021,,ビックカメラ池袋カメラパソコン館,レジカウンター,ビックカメラ池袋カメラパソコン館　レジカウンター,13,東京都,豊島区,東池袋１−６−７,,東京都豊島区東池袋１−６−７,東京都豊島区東池袋１−６−７,03-5956-1111,35.73159408569336,139.71353149414062,https://map.yahoo.co.jp/search?q=東京都豊島区東池袋１−６−７
1,0,6000000154,,ビックカメラ有楽町店,レジカウンター,ビックカメラ有楽町店　レジカウンター,13,東京都,千代田区,有楽町１−１１−１,,東京都千代田区有楽町１−１１−１,東京都千代田区有楽町１−１１−１,03-5221-1111,35.67538833618164,139.76287841796875,https://map.yahoo.co.jp/search?q=東京都千代田区有楽町１−１１−１
1,0,6000000235,,ビックカメラ新宿西口店,レジカウンター,ビックカメラ新宿西口店　レジカウンター,13,東京都,新宿区,西新宿１−５−１,小田急ハルク,東京都新宿区西新宿１−５−１小田急ハルク,東京都新宿区西新宿１−５−１,03-5326-1111,35.69260025024414,139.69911193847656,https://map.yahoo.co.jp/search?q=東京都新宿区西新宿１−５−１
1,0,6000000239,,ビックカメラ池袋西口店,レジカウンター,ビックカメラ池袋西口店　レジカウンター,13,東京都,豊島区,西池袋１−１６−３,,東京都豊島区西池袋１−１６−３,東京都豊島区西池袋１−１６−３,03-5960-1111,35.73074722290039,139.70889282226562,https://map.yahoo.co.jp/search?q=東京都豊島区西池袋１−１６−３
1,0,6000000248,,ビックカメラ立川店,レジカウンター,ビックカメラ立川店　レジカウンター,13,東京都,立川市,曙町２−１２−２,,東京都立川市曙町２−１２−２,東京都立川市曙町２−１２−２,042-548-1111,35.69932174682617,139.41433715820312,https://map.yahoo.co.jp/search?q=東京都立川市曙町２−１２−２
1,0,6000000297,,カメラのさくらや,２号店,カメラのさくらや　２号店,13,東京都,杉並区,上荻１−１６−３,,東京都杉並区上荻１−１６−３,東京都杉並区上荻１−１６−３,03-3391-1230,35.705299377441406,139.61923217773438,https://map.yahoo.co.jp/search?q=東京都杉並区上荻１−１６−３
1,0,6000000318,,ビックカメラ新宿東口駅前店,レジカウンター,ビックカメラ新宿東口駅前店　レジカウンター,13,東京都,新宿区,新宿３−２６−１０,,東京都新宿区新宿３−２６−１０,東京都新宿区新宿３−２６−１０,03-5312-1111,35.69206619262695,139.70184326171875,https://map.yahoo.co.jp/search?q=東京都新宿区新宿３−２６−１０
1,0,6000000319,,ビックカメラＪＲ八王子駅店,レジカウンター,ビックカメラＪＲ八王子駅店　レジカウンター,13,東京都,八王子市,旭町１−１７,セレオ八王子南館（ＪＲ八王子駅ビル）,東京都八王子市旭町１−１７セレオ八王子南館（ＪＲ八王子駅ビル）,東京都八王子市旭町１−１７,042-646-1111,35.65579605102539,139.33621215820312,https://map.yahoo.co.jp/search?q=東京都八王子市旭町１−１７
1,0,6000000324,,ビックカメラ新宿東口店,レジカウンター,ビックカメラ新宿東口店　レジカウンター,13,東京都,新宿区,新宿３−２９−１,,東京都新宿区新宿３−２９−１,東京都新宿区新宿３−２９−１,03-3226-1111,35.6911506652832,139.70327758789062,https://map.yahoo.co.jp/search?q=東京都新宿区新宿３−２９−１
1,0,6000000325,,三宝カメラ（株）,,三宝カメラ（株）　,13,東京都,世田谷区,奥沢６−１９−２１,,東京都世田谷区奥沢６−１９−２１,東京都世田谷区奥沢６−１９−２１,03-6432-2725,35.60358810424805,139.66542053222656,https://map.yahoo.co.jp/search?q=東京都世田谷区奥沢６−１９−２１
1,0,6000000326,,ビックカメラ赤坂見附駅店,レジカウンター,ビックカメラ赤坂見附駅店　レジカウンター,13,東京都,港区,赤坂３−１−６,東京メトロ赤坂見附駅ビル,東京都港区赤坂３−１−６東京メトロ赤坂見附駅ビル,東京都港区赤坂３−１−６,03-6230-1111,35.67710494995117,139.73681640625,https://map.yahoo.co.jp/search?q=東京都港区赤坂３−１−６
1,0,6000000351,,Ａｉｒ　ＢＩＣ　ＣＡＭＥＲＡ　アクアシティお台場店,レジカウンター,Ａｉｒ　ＢＩＣ　ＣＡＭＥＲＡ　アクアシティお台場店　レジカウンター,13,東京都,港区,台場１−７−１,アクアシティーお台場４階,東京都港区台場１−７−１アクアシティーお台場４階,東京都港区台場１−７−１,03-5564-7111,35.627803802490234,139.77359008789062,https://map.yahoo.co.jp/search?q=東京都港区台場１−７−１
1,0,6000000352,,ビックカメラＡＫＩＢＡ,レジカウンター,ビックカメラＡＫＩＢＡ　レジカウンター,13,東京都,千代田区,外神田４−１−１,,東京都千代田区外神田４−１−１,東京都千代田区外神田４−１−１,03-6260-8111,35.69973373413086,139.7716064453125,https://map.yahoo.co.jp/search?q=東京都千代田区外神田４−１−１
1,0,6000000353,,ビックカメラ京王調布店,レジカウンター,ビックカメラ京王調布店　レジカウンター,13,東京都,調布市,小島町２−４８−６,トリエ京王調布　Ｂ館　１〜４階,東京都調布市小島町２−４８−６トリエ京王調布　Ｂ館　１〜４階,東京都調布市小島町２−４８−６,042-444-1111,35.65180969238281,139.5427703857422,https://map.yahoo.co.jp/search?q=東京都調布市小島町２−４８−６
1,0,6000000363,,Ａｉｒ　ＢＩＣ　ＣＡＭＥＲＡ　ダイバーシティ東京プラザ店,レジカウンター,Ａｉｒ　ＢＩＣ　ＣＡＭＥＲＡ　ダイバーシティ東京プラザ店　レジカウンター,13,東京都,江東区,青海１−１−１０,ダイバーシティ東京プラザ２Ｆ,東京都江東区青海１−１−１０ダイバーシティ東京プラザ２Ｆ,東京都江東区青海１−１−１０,03-5579-6111,35.625083923339844,139.77407836914062,https://map.yahoo.co.jp/search?q=東京都江東区青海１−１−１０
1,0,6000000365,,ビックカメラ日本橋三越,レジカウンター,ビックカメラ日本橋三越　レジカウンター,13,東京都,中央区,日本橋室町１−４−１,日本橋三越本店　新館６Ｆ,東京都中央区日本橋室町１−４−１日本橋三越本店　新館６Ｆ,東京都中央区日本橋室町１−４−１,03-5542-1111,35.685176849365234,139.77297973632812,https://map.yahoo.co.jp/search?q=東京都中央区日本橋室町１−４−１
1,0,6000000373,,Ａｉｒ　ＢｉｃＣａｍｅｒａ　東京スカイツリータウン・ソラマチ店,レジカウンター,Ａｉｒ　ＢｉｃＣａｍｅｒａ　東京スカイツリータウン・ソラマチ店　レジカウンター,13,東京都,墨田区,押上１−１−２,タワーヤード３Ｆ,東京都墨田区押上１−１−２タワーヤード３Ｆ,東京都墨田区押上１−１−２,03-5610-7111,35.7100830078125,139.80860900878906,https://map.yahoo.co.jp/search?q=東京都墨田区押上１−１−２
1,0,6000000382,,ビック酒販　お酒屋吉祥寺店,レジカウンター,ビック酒販　お酒屋吉祥寺店　レジカウンター,13,東京都,武蔵野市,吉祥寺本町１−７−６,,東京都武蔵野市吉祥寺本町１−７−６,東京都武蔵野市吉祥寺本町１−７−６,0422-29-3731,35.70435333251953,139.57815551757812,https://map.yahoo.co.jp/search?q=東京都武蔵野市吉祥寺本町１−７−６
1,0,6000000383,,Ａｉｒ　Ｂｉｃ　Ｃａｍｅｒａ　銀座店,レジカウンター,Ａｉｒ　Ｂｉｃ　Ｃａｍｅｒａ　銀座店　レジカウンター,13,東京都,中央区,銀座１−９−１３,プライム銀座柳通りビル１階,東京都中央区銀座１−９−１３プライム銀座柳通りビル１階,東京都中央区銀座１−９−１３,03-5915-4780,35.67351531982422,139.76837158203125,https://map.yahoo.co.jp/search?q=東京都中央区銀座１−９−１３
1,0,6500001253,,（株）イトーヨーカ堂,武蔵小金井店,（株）イトーヨーカ堂　武蔵小金井店,13,東京都,小金井市,本町６−１４−９,,東京都小金井市本町６−１４−９,東京都小金井市本町６−１４−９,042-382-1211,35.7000846862793,139.5054473876953,https://map.yahoo.co.jp/search?q=東京都小金井市本町６−１４−９
1,0,7000000437,,愛知金物建材（株）,,愛知金物建材（株）　,13,東京都,町田市,木曽西３−１２−１６,,東京都町田市木曽西３−１２−１６,東京都町田市木曽西３−１２−１６,042-791-1100,35.574520111083984,139.41741943359375,https://map.yahoo.co.jp/search?q=東京都町田市木曽西３−１２−１６
1,0,7000001337,,（株）岩佐商会,本店,（株）岩佐商会　本店,13,東京都,目黒区,目黒２−１１−１０,Ｊパーク目黒１Ｆ,東京都目黒区目黒２−１１−１０Ｊパーク目黒１Ｆ,東京都目黒区目黒２−１１−１０,03-3492-0103,35.633697509765625,139.7079315185547,https://map.yahoo.co.jp/search?q=東京都目黒区目黒２−１１−１０
1,0,8500009105,,（株）ワールドスポーツ,キャスティング八王子店,（株）ワールドスポーツ　キャスティング八王子店,13,東京都,八王子市,緑町９２７−１,,東京都八王子市緑町９２７−１,東京都八王子市緑町９２７−１,042-620-5581,35.64741897583008,139.33514404296875,https://map.yahoo.co.jp/search?q=東京都八王子市緑町９２７−１
1,1,9900019050,,清瀬市,市民環境部　環境課,清瀬市　市民環境部　環境課,13,東京都,清瀬市,中里５−８４２,清瀬市役所　環境課,東京都清瀬市中里５−８４２清瀬市役所　環境課,東京都清瀬市中里５−８４２,042-493-3750,35.78556823730469,139.52655029296875,https://map.yahoo.co.jp/search?q=東京都清瀬市中里５−８４２
1,1,9900019217,,小平市,リサイクルセンター,小平市　リサイクルセンター,13,東京都,小平市,小川東町５−１９−１０,,東京都小平市小川東町５−１９−１０,東京都小平市小川東町５−１９−１０,042-346-9535,35.73358154296875,139.4741668701172,https://map.yahoo.co.jp/search?q=東京都小平市小川東町５−１９−１０
1,1,9900019218,,小平市,市役所,小平市　市役所,13,東京都,小平市,小川町２−１３３３,,東京都小平市小川町２−１３３３,東京都小平市小川町２−１３３３,042-346-9535,35.72932052612305,139.4769287109375,https://map.yahoo.co.jp/search?q=東京都小平市小川町２−１３３３
1,1,9900019219,,小平市,東部出張所,小平市　東部出張所,13,東京都,小平市,花小金井１−８−１,,東京都小平市花小金井１−８−１,東京都小平市花小金井１−８−１,042-346-9535,35.72748565673828,139.51353454589844,https://map.yahoo.co.jp/search?q=東京都小平市花小金井１−８−１
1,1,9900019220,,小平市,西部出張所,小平市　西部出張所,13,東京都,小平市,小川西町４−１０−１３,,東京都小平市小川西町４−１０−１３,東京都小平市小川西町４−１０−１３,042-346-9535,35.73512649536133,139.4620361328125,https://map.yahoo.co.jp/search?q=東京都小平市小川西町４−１０−１３
1,1,9900019260,,東久留米市,ごみ対策課,東久留米市　ごみ対策課,13,東京都,東久留米市,八幡町２−１０−１０,,東京都東久留米市八幡町２−１０−１０,東京都東久留米市八幡町２−１０−１０,042-473-2117,35.75205612182617,139.50965881347656,https://map.yahoo.co.jp/search?q=東京都東久留米市八幡町２−１０−１０
1,1,9900019290,,杉並区,杉並区役所ごみ減量対策課,杉並区　杉並区役所ごみ減量対策課,13,東京都,杉並区,阿佐谷南１−１５−１,西棟７Ｆ,東京都杉並区阿佐谷南１−１５−１西棟７Ｆ,東京都杉並区阿佐谷南１−１５−１,03-3312-2111,35.69920349121094,139.63650512695312,https://map.yahoo.co.jp/search?q=東京都杉並区阿佐谷南１−１５−１
1,1,9900019291,,杉並区,杉並清掃事務所,杉並区　杉並清掃事務所,13,東京都,杉並区,成田東５−１５−２０,,東京都杉並区成田東５−１５−２０,東京都杉並区成田東５−１５−２０,03-3392-7281,35.70231246948242,139.6287841796875,https://map.yahoo.co.jp/search?q=東京都杉並区成田東５−１５−２０
1,1,9900019292,,杉並区,杉並清掃事務所方南支所,杉並区　杉並清掃事務所方南支所,13,東京都,杉並区,方南１−３−４,,東京都杉並区方南１−３−４,東京都杉並区方南１−３−４,03-3323-4571,35.673946380615234,139.66012573242188,https://map.yahoo.co.jp/search?q=東京都杉並区方南１−３−４
1,1,9900019293,,杉並区,杉並清掃事務所高円寺車庫,杉並区　杉並清掃事務所高円寺車庫,13,東京都,杉並区,高円寺南２−３６−３１,,東京都杉並区高円寺南２−３６−３１,東京都杉並区高円寺南２−３６−３１,03-3317-6771,35.699745178222656,139.6544952392578,https://map.yahoo.co.jp/search?q=東京都杉並区高円寺南２−３６−３１
1,1,9900019294,,杉並区,環境活動推進センター（リサイクルひろば高井戸）,杉並区　環境活動推進センター（リサイクルひろば高井戸）,13,東京都,杉並区,高井戸東３−７−４,,東京都杉並区高井戸東３−７−４,東京都杉並区高井戸東３−７−４,03-5336-7352,35.683448791503906,139.61595153808594,https://map.yahoo.co.jp/search?q=東京都杉並区高井戸東３−７−４
1,1,9900019436,,東大和市,役所　環境対策課ごみ減量係,東大和市　役所　環境対策課ごみ減量係,13,東京都,東大和市,中央３−９３０,,東京都東大和市中央３−９３０,東京都東大和市中央３−９３０,042-563-2111,35.745262145996094,139.42649841308594,https://map.yahoo.co.jp/search?q=東京都東大和市中央３−９３０
1,1,9900019464,,西東京市,エコプラザ西東京,西東京市　エコプラザ西東京,13,東京都,西東京市,泉町３−１２−３５,エコプラザ西東京,東京都西東京市泉町３−１２−３５エコプラザ西東京,東京都西東京市泉町３−１２−３５,042-438-4043,35.741111755371094,139.55711364746094,https://map.yahoo.co.jp/search?q=東京都西東京市泉町３−１２−３５
1,1,9900019516,,東久留米市,役所　本庁舎,東久留米市　役所　本庁舎,13,東京都,東久留米市,本町３−３−１,,東京都東久留米市本町３−３−１,東京都東久留米市本町３−３−１,042-473-2117,35.758628845214844,139.5297088623047,https://map.yahoo.co.jp/search?q=東京都東久留米市本町３−３−１
1,1,9900019561,,小平市,中央図書館,小平市　中央図書館,13,東京都,小平市,小川町２−１３２５,,東京都小平市小川町２−１３２５,東京都小平市小川町２−１３２５,042-346-9535,35.72860336303711,139.474609375,https://map.yahoo.co.jp/search?q=東京都小平市小川町２−１３２５
1,1,9900019562,,小平市,上宿図書館,小平市　上宿図書館,13,東京都,小平市,小川町１−３４５,,東京都小平市小川町１−３４５,東京都小平市小川町１−３４５,042-346-9535,35.730995178222656,139.4388885498047,https://map.yahoo.co.jp/search?q=東京都小平市小川町１−３４５
1,1,9900019563,,小平市,喜平図書館,小平市　喜平図書館,13,東京都,小平市,喜平町３−３−１８,,東京都小平市喜平町３−３−１８,東京都小平市喜平町３−３−１８,042-346-9535,35.71710205078125,139.49037170410156,https://map.yahoo.co.jp/search?q=東京都小平市喜平町３−３−１８
1,1,9900019564,,小平市,津田図書館,小平市　津田図書館,13,東京都,小平市,津田町３−１１−１,,東京都小平市津田町３−１１−１,東京都小平市津田町３−１１−１,042-346-9535,35.72086715698242,139.47003173828125,https://map.yahoo.co.jp/search?q=東京都小平市津田町３−１１−１
1,1,9900019565,,小平市,仲町図書館,小平市　仲町図書館,13,東京都,小平市,仲町１４５,,東京都小平市仲町１４５,東京都小平市仲町１４５,042-346-9535,35.731597900390625,139.4835662841797,https://map.yahoo.co.jp/search?q=東京都小平市仲町１４５
1,1,9900019566,,小平市,大沼図書館,小平市　大沼図書館,13,東京都,小平市,大沼町７−１−１７,,東京都小平市大沼町７−１−１７,東京都小平市大沼町７−１−１７,042-346-9535,35.73396682739258,139.4964141845703,https://map.yahoo.co.jp/search?q=東京都小平市大沼町７−１−１７
1,1,9900019606,,中野区,役所,中野区　役所,13,東京都,中野区,中野４−１１−１９,,東京都中野区中野４−１１−１９,東京都中野区中野４−１１−１９,03-3389-1111,35.7091178894043,139.66261291503906,https://map.yahoo.co.jp/search?q=東京都中野区中野４−１１−１９
1,1,9900019733,,三鷹市,リサイクル市民工房,三鷹市　リサイクル市民工房,13,東京都,三鷹市,深大寺２−１６−１３,,東京都三鷹市深大寺２−１６−１３,東京都三鷹市深大寺２−１６−１３,0422-34-3196,35.68922424316406,139.54257202148438,https://map.yahoo.co.jp/search?q=東京都三鷹市深大寺２−１６−１３
1,1,9900019932,,調布市,クリーンセンター,調布市　クリーンセンター,13,東京都,調布市,野水２−１−１,,東京都調布市野水２−１−１,東京都調布市野水２−１−１,042-306-8200,35.686805725097656,139.52244567871094,https://map.yahoo.co.jp/search?q=東京都調布市野水２−１−１
1,1,9900019933,,調布市,市役所２階ごみ対策課窓口,調布市　市役所２階ごみ対策課窓口,13,東京都,調布市,小島町２−３５−１,,東京都調布市小島町２−３５−１,東京都調布市小島町２−３５−１,042-306-8781,35.65059280395508,139.5408935546875,https://map.yahoo.co.jp/search?q=東京都調布市小島町２−３５−１
1,1,9900019972,,杉並区,阿佐谷地域区民センター,杉並区　阿佐谷地域区民センター,13,東京都,杉並区,阿佐谷北１−１−１,,東京都杉並区阿佐谷北１−１−１,東京都杉並区阿佐谷北１−１−１,03-5356-9501,35.70555114746094,139.6409912109375,https://map.yahoo.co.jp/search?q=東京都杉並区阿佐谷北１−１−１
